0.539 1 congruent
0.528 1 congruent
0.484 1 congruent
0.639 1 incongruent
0.554 1 congruent
0.625 1 incongruent
0.71 1 incongruent
0.605 1 congruent
0.655 1 incongruent
0.622 1 congruent
0.533 1 congruent
0.636 1 incongruent
0.604 1 incongruent
0.701 1 incongruent
0.528 1 congruent
0.733 1 incongruent
0.483 1 congruent
0.602 1 incongruent
0.627 1 incongruent
0.941 1 incongruent
0.65 1 congruent
0.677 1 congruent
0.564 1 incongruent
0.521 1 congruent
0.691 1 incongruent
0.53 1 congruent
0.629 1 incongruent
0.625 1 congruent
0.616 1 incongruent
0.624 1 incongruent
0.543 1 congruent
0.539 1 congruent
0.943 1 incongruent
0.471 1 congruent
0.51 1 congruent
0.574 1 incongruent
0.533 1 congruent
0.511 1 congruent
0.501 1 congruent
0.716 1 incongruent
0.464 1 congruent
0.535 1 congruent
0.554 1 incongruent
0.614 1 incongruent
0.605 1 incongruent
0.714 1 incongruent
0.672 1 incongruent
0.542 1 congruent
0.722 1 incongruent
0.584 1 congruent
0.703 1 incongruent
0.487 1 congruent
0.824 1 incongruent
0.716 1 congruent
0.798 1 incongruent
0.835 1 incongruent
0.821 1 incongruent
0.593 1 incongruent
0.563 1 incongruent
0.478 1 congruent
0.504 1 congruent
0.475 1 congruent
0.692 1 congruent
0.553 1 congruent
