0.4715 1 congruent
0.4317999999821186 1 congruent
0.5211999999880791 1 incongruent
0.593 1 incongruent
0.4967999999821186 1 congruent
0.5453000000119209 1 incongruent
0.41590000000596045 1 congruent
0.4835999999940395 1 congruent
0.4235999999940395 1 congruent
0.4123000000119209 0 incongruent
0.4526000000238419 1 congruent
0.5572000000178814 1 incongruent
0.5499000000059605 1 incongruent
0.4760999999940395 1 congruent
0.5027999999821187 1 incongruent
0.5855999999940396 1 incongruent
0.4252000000178814 1 congruent
0.4532000000178814 1 congruent
0.6482000000178814 1 congruent
0.42 1 congruent
0.5965 1 incongruent
0.6167000000178814 1 incongruent
0.5034000000059604 1 incongruent
0.5340999999940396 1 incongruent
0.4592000000178814 1 congruent
0.5058000000119209 1 incongruent
0.4651999999880791 1 congruent
0.5676999999880791 1 incongruent
0.4021999999880791 1 congruent
0.5496999999880791 1 incongruent
0.5638000000119209 1 incongruent
0.3877000000178814 1 congruent
0.5610999999940396 1 incongruent
0.552 1 incongruent
0.5740999999940395 1 incongruent
0.4565 1 congruent
0.433 1 congruent
0.32559999999403955 1 congruent
0.39339999997615815 0 incongruent
0.51020000001788135 1 congruent
0.5704000000059605 1 incongruent
0.5234000000059604 1 incongruent
0.4215 1 congruent
0.4202999999821186 1 congruent
0.5135999999940395 1 incongruent
0.523800000011921 1 incongruent
0.49809999999403953 1 congruent
0.4435 1 congruent
0.46380000001192095 1 congruent
0.5655 1 incongruent
0.4475 1 congruent
0.5655999999940395 1 incongruent
0.7256000000238418 1 incongruent
0.5622000000178814 1 incongruent
0.6435999999940395 1 incongruent
0.45059999999403955 1 congruent
0.4893000000119209 1 incongruent
0.587 1 incongruent
0.40320000001788137 1 congruent
0.537800000011921 1 incongruent
0.4532000000178814 1 congruent
0.436 1 congruent
0.5140999999940395 1 congruent
0.529800000011921 1 congruent
