0.584 1 incongruent
0.4231000000014901 1 congruent
0.43430000000447033 1 congruent
0.5742000000029802 1 incongruent
0.48220000000298024 1 congruent
0.523 1 incongruent
0.36589999999850986 1 congruent
0.3732999999970198 1 congruent
0.444 1 incongruent
0.46919999999552964 1 incongruent
0.4098999999985099 1 congruent
0.5043999999985099 1 incongruent
0.5478999999985099 1 incongruent
0.38809999999403955 1 congruent
0.4877999999970198 1 congruent
0.4205 0 incongruent
0.49319999999552966 1 incongruent
0.4468999999985099 1 congruent
0.4055 0 incongruent
0.49240000000596046 1 congruent
0.6791999999955296 1 incongruent
0.5288999999985099 1 incongruent
0.47670000000298024 1 incongruent
0.4271000000014901 0 incongruent
0.46580000000447036 1 congruent
1.1015 1 congruent
0.49139999999850986 1 congruent
0.4492000000029802 1 congruent
0.45010000000149014 1 congruent
0.5217000000029802 1 incongruent
0.3848999999985099 0 incongruent
0.5603999999985099 1 congruent
0.5053999999985099 1 congruent
0.4961000000014901 1 incongruent
0.5597999999970198 1 congruent
0.682 1 congruent
0.6368999999985099 0 incongruent
0.553 1 incongruent
0.561 1 incongruent
0.6296000000014901 1 congruent
0.6308000000044703 1 incongruent
0.5082000000029803 1 incongruent
0.6156000000014901 1 incongruent
1.4936000000014902 1 congruent
1.0402000000029803 1 congruent
0.7571999999955297 1 congruent
0.6556000000014901 1 congruent
0.6142999999970198 1 incongruent
0.966 1 incongruent
0.4157999999970198 1 congruent
0.433 1 congruent
0.4828000000044704 1 incongruent
0.47179999999701977 1 congruent
0.5862999999970198 0 congruent
0.8938999999985099 1 incongruent
1.1635 1 congruent
1.0045 1 incongruent
1.7975 1 incongruent
1.1656000000014901 1 incongruent
0.3885 1 congruent
0.3752999999970198 1 congruent
0.6026999999955297 1 congruent
0.47590000000596044 0 incongruent
