0.5639000000059604 1 congruent
0.7467000000029802 1 incongruent
0.5078999999985099 1 congruent
0.6207000000029802 1 congruent
0.4867999999970198 1 congruent
0.47670000000298024 1 congruent
0.4345 1 congruent
0.5832000000029802 1 incongruent
0.4658999999985099 1 congruent
0.551 1 incongruent
0.5726999999955297 1 incongruent
0.6331999999955297 1 incongruent
0.618 1 congruent
0.5798999999985098 1 incongruent
0.5672999999970197 1 incongruent
0.6193000000044704 1 incongruent
0.46769999999552964 1 congruent
0.42720000000298025 1 congruent
0.6422000000029803 1 incongruent
0.441 1 congruent
0.5922000000029802 1 incongruent
0.5085999999940395 1 congruent
0.6045 1 incongruent
0.5734000000059605 1 incongruent
0.5213999999985098 1 incongruent
0.472 1 congruent
0.4581000000014901 1 congruent
0.5813999999985099 1 incongruent
0.4236000000014901 1 congruent
0.7255 1 congruent
0.5195 1 incongruent
0.5817000000029803 1 incongruent
0.564 1 congruent
0.4435 1 congruent
0.644 1 incongruent
0.4103999999985099 1 congruent
0.5371000000014902 1 incongruent
0.6248000000044703 1 incongruent
0.5322000000029802 1 incongruent
0.47429999999701977 1 congruent
0.7512000000029803 1 congruent
0.5785 1 congruent
0.49840000000596046 1 congruent
0.5208999999985099 1 incongruent
0.5296000000014901 1 incongruent
0.6797000000029803 1 incongruent
0.5976999999955297 1 congruent
0.5558999999985099 1 incongruent
0.6636999999955296 1 incongruent
0.5513999999985099 1 incongruent
0.6443999999985098 1 congruent
0.5113000000044704 1 congruent
0.5081000000014901 1 congruent
0.46990000000596044 1 congruent
0.5913999999985099 1 incongruent
0.5212999999970198 1 congruent
0.46119999999552963 1 congruent
0.49909999999403953 1 incongruent
0.5449000000059605 1 incongruent
0.5382000000029802 1 incongruent
0.48470000000298025 1 congruent
0.5706999999955297 1 congruent
0.5798999999985098 1 incongruent
0.5826000000014901 1 incongruent
